Pleb_Rank,Channels_Rank,Capacity_Rank,alias/pubkey
11110,11477,11376,98cdca46e3-sphinx
11111,11478,11377,caef7b8c84-sphinx
11112,11479,11378,7568c21091-sphinx
11113,11481,11380,27240958dc-sphinx
11114,11482,11381,d395161a4f-sphinx
11115,11484,11383,414c0111db-sphinx
11116,11485,11384,2ae6b6db73-sphinx
11117,11486,11385,c452ab32e7-sphinx
11118,11487,11386,5996dd107b-sphinx
11119,11488,11387,c00e9d28b6-sphinx
11120,11489,11388,e03897786c-sphinx
11121,11490,11389,0e2d11158e-sphinx
11122,11491,11390,30a0d5087b-sphinx
11123,11492,11391,aaef938356-sphinx
11124,11493,11392,0299ab3c54afa557ee52
11125,11494,11393,a2bc22629e-sphinx
11126,11495,11394,523c68ef8c-sphinx
11127,11497,11396,e036f8fabb-sphinx
11128,11499,11398,af932e8da1-sphinx
11129,11501,11400,4a10fca641-sphinx
11130,11502,11401,2aaba68ed4-sphinx
11131,11503,11402,81274c6e04-sphinx
11132,11504,11403,5b2a9fbfa6-sphinx
11133,11505,11404,4f75e29575-sphinx
11134,11506,11405,3e224c39d0-sphinx
11135,11507,11406,b8662ddc8e-sphinx
11136,11508,11407,5ff0560882-sphinx
11137,11509,11408,3a4176412b-sphinx
11138,11510,11409,8a7478555e-sphinx
11139,11511,11410,15e1dffb2f-sphinx
11140,11512,11411,20955e56bf-sphinx
11141,11513,11412,2ae60169c9-sphinx
11142,11515,11414,6d34c8f9de-sphinx
11143,11516,11415,d010f90b8a-sphinx
11144,11518,11417,04742c284b-sphinx
11145,11519,11418,ccf8f20f6d-sphinx
11146,11520,11419,2d9e22be65-sphinx
11147,11521,11420,aa381db5a5-sphinx
11148,11522,11421,d46ca9a868-sphinx
11149,11523,11422,c22bf8133c-sphinx
11150,11524,11423,c91baf0779-sphinx
11151,11526,11425,3359c4c9d6-sphinx
11152,11527,11426,b17a6b657f-sphinx
11153,11528,11427,74d28ea04d-sphinx
11154,11529,11428,1ef0332ebf-sphinx
11155,11530,11429,af757eca8e-sphinx
11156,11531,11430,9353503b38-sphinx
11157,11532,11431,786f5ca8fb-sphinx
11158,11533,11432,64237e20ac-sphinx
11159,11534,11433,e6cf1fe90e-sphinx
11160,11535,11434,67ce07730e-sphinx
11161,11536,11435,88965dd7e0-sphinx
11162,11537,11436,62e241cc23-sphinx
11163,11538,11437,001cbfaf8e-sphinx
11164,11539,11438,e1d278989f-sphinx
11165,11540,11439,7070014768-sphinx
11166,11541,11440,c348c54ebe-sphinx
11167,11542,11441,84988ce328-sphinx
11168,11543,11442,2a72489d7f-sphinx
11169,11544,11443,c47ab8d808-sphinx
11170,11548,11447,c8dbd58d9a-sphinx
11171,11549,11448,21869e009a-sphinx
11172,11550,11449,74d21b86bb-sphinx
11173,11552,11451,648acc2ad9-sphinx
11174,11553,11452,82952d5835-sphinx
11175,11554,11453,65acc6c771-sphinx
11176,11555,11454,48651683e0-sphinx
11177,11556,11455,8216f2a48b-sphinx
11178,11557,11456,7481980998-sphinx
11179,11558,11457,5038d87182-sphinx
11180,11560,11459,1dc509539c-sphinx
11181,11561,11460,492fa8f5f8-sphinx
11182,11563,11462,b71da61851-sphinx
11183,11564,11463,228ba0b0e8-sphinx
11184,11565,11464,96f848a967-sphinx
11185,11566,11465,edd6e17082-sphinx
11186,11567,11466,781e155fed-sphinx
11187,11568,11467,d7bbe7cf91-sphinx
11188,11569,11468,f76bcb3cd5-sphinx
11189,11570,11469,0c2f6c14ce-sphinx
11190,11571,11470,ae4dbc1452-sphinx
11191,11572,11471,7d11199869-sphinx
11192,11573,11472,658152cf3e-sphinx
11193,11574,11473,11aef215dd-sphinx
11194,11576,11475,bbe872518b-sphinx
11195,11577,11476,35910d386d-sphinx
11196,11578,11477,9a3cddc5f9-sphinx
11197,11579,11478,cf1049a2b1-sphinx
11198,11580,11479,a703955b74-sphinx
11199,11581,11480,6c6ec9debc-sphinx
11200,11582,11481,74c2ddfc7a-sphinx
11201,11583,11482,c3fd6b4340-sphinx
11202,11584,11483,596461f9c6-sphinx
11203,11585,11484,442f54afa6-sphinx
11204,11586,11485,0eebde40c7-sphinx
11205,11587,11486,c488eb660e-sphinx
11206,11588,11487,314341722a-sphinx
11207,11589,11488,476c50266f-sphinx
11208,11590,11489,7acb35889b-sphinx
11209,11591,11490,640edf41b7-sphinx
11210,11593,11492,39508b30b4-sphinx
11211,11594,11493,83b70d89d5-sphinx
11212,11595,11494,9ff09635fc-sphinx
11213,11596,11495,1e48ecdb6e-sphinx
11214,11597,11496,eef21e68b1-sphinx
11215,11598,11497,8653d0dd2e-sphinx
11216,11599,11498,fbba4c90c3-sphinx
11217,11600,11499,a20cca4951-sphinx
11218,11602,11501,6f50d7e833-sphinx
11219,11603,11502,878e8dafe6-sphinx
11220,11604,11503,e1130303ed-sphinx
11221,11605,11504,2218d66f0a-sphinx
11222,11606,11505,7ccdea52ba-sphinx
11223,11607,11506,77f291adbf-sphinx
11224,11608,11507,855e630232-sphinx
11225,11610,11509,77934b66d4-sphinx
11226,11611,11510,7b8b9f88e1-sphinx
11227,11612,11511,9aa7626926-sphinx
11228,11613,11512,d6d13bf33c-sphinx
11229,11614,11513,6f2d604866-sphinx
11230,11615,11514,e17042407c-sphinx
11231,11616,11515,a3cebe47a1-sphinx
11232,11617,11516,fa221d2070-sphinx
11233,11618,11517,326d8f3e57-sphinx
11234,11619,11518,097d445dab-sphinx
11235,11620,11519,78b89c96fa-sphinx
11236,11621,11520,dcb8239e44-sphinx
11237,11622,11521,a774786b73-sphinx
11238,11623,11522,ddcead92d2-sphinx
11239,11624,11523,f6b6e9ee6e-sphinx
11240,11625,11524,acf569fd37-sphinx
11241,11626,11525,e07c3547c4-sphinx
11242,11627,11526,03563c1ad9-sphinx
11243,11628,11527,c36f9b4af9-sphinx
11244,11629,11528,84e46559a3-sphinx
11245,11630,11529,98936c3699-sphinx
11246,11631,11530,2a1853121e-sphinx
11247,11633,11532,574b0b1805-sphinx
11248,11634,11533,998813f204-sphinx
11249,11635,11534,74ce63179a-sphinx
11250,11638,11537,f428d8b8db-sphinx
11251,11639,11538,99a7982b45-sphinx
11252,11640,11539,3bb5df0a6d-sphinx
11253,11641,11540,226f968b3a-sphinx
11254,11642,11541,561360a237-sphinx
11255,11643,11542,b06245d80c-sphinx
11256,11644,11543,8444593830-sphinx
11257,11646,11545,b41f338b29-sphinx
11258,11647,11546,7d5e4e979b-sphinx
11259,11648,11547,99010304cf-sphinx
11260,11649,11548,132aeb74b9-sphinx
11261,11186,11036,COVID-19
11262,11089,10930,eliluc
11263,11189,11039,BTCBieletown
11264,10239,10032,02e245e1c4d36eee789d
11265,9692,9134,0397c75a
11266,9901,9528,vanguarda
11267,11190,11041,Jiaheng
11268,9906,9533,ln1.erickson.io
11269,9421,8805,GaryGensler
11270,11192,11043,ZippyBit
11271,11194,11046,02d3b183
11272,12386,12386,038276bb489750bcaf69
11273,12412,12412,02b2c0e8a09784f75e63
11274,10244,10038,the_holy_cheese_grater
11275,11196,11048,sparkpay_02
11276,10245,10039,mynodebtc.com [myNode]
11277,11197,11049,dirtynode
11278,9871,9378,schappi
11279,9677,9119,Portland Bill
11280,9728,9170,0213355124da5fb0055c
11281,10191,9967,SPAIN [LND]
11282,9429,8813,EagleSats
11283,9439,8823,034fd1433a9cf220f9b3
11284,11761,11690,J18E
11285,11272,11130,Benkei💰🌳
11286,11762,11691,GREENBOUNCE-v23.08
11287,10091,9771,BanksRZeros
11288,10434,10275,JubbelsLND
11289,10985,10826,033d961e09b1719d3915
11290,10999,10840,PRINCIPE
11291,11091,10932,026b84b1
11292,11109,10950,suneo
11293,11132,10973,Toggra Lightning
11294,9729,9171,0355809648e6e1bbdbfa
11295,9698,9140,02a7423d
11296,9630,9054,024c94fcda880c92822b
11297,11678,11588,0247de1e414bd24b71ac
11298,12234,12234,025531d7
11299,10013,9640,doubleqp🍔
11300,12235,12235,premek-lnd
11301,9444,8828,03596bf25c096dbbfe4a
11302,9776,9234,Festgeld
11303,11232,11090,034e59dd95213f4469e0
11304,11262,11120,03e41fb25a2f7db634e6
11305,11266,11124,BLUEBAGEL
11306,11655,11559,MyNode1
11307,9723,9165,Nintendo
11308,11877,11822,03974ddf5d2671414f46
11309,11985,11930,iron_cock
11310,10138,9849,HAPPYANALYST-v23.08-modded
11311,10477,10318,mustardnodes01
11312,11001,10842,HackerspaceMY
11313,9270,8488,03fdc8a06b3b4f0f79ee
11314,11380,11253,mynodebtc.com [myNode]
11315,10717,10558,I_am_from_Mars
11316,10956,10797,paralelnapolis.sk
11317,9475,8859,03e26794a832eecaf2ed
11318,9297,8526,025fd943d63581e039a6
11319,11713,11636,0363c867f43065972490
11320,9987,9614,SJGMe
11321,10437,10278,satata
11322,10517,10358,mynodebtc.com [myNode]
11323,10580,10421,032ce9f77c09451decd3
11324,10722,10563,023fe16e203a167f73d1
11325,10826,10667,02d2952647787d2f8170
11326,10953,10794,02e42f6ad60245f17394
11327,11005,10846,02359ad52eead31983f4
11328,10553,10394,Herrickweb-Lightning
11329,11381,11256,mynodebtc.com [myNode]
11330,9341,8634,BrunchNode
11331,11715,11639,02ebe77e05a4519c17a4
11332,9836,9314,033208b7
11333,11348,11221,Arnoss
11334,11358,11231,Rino
11335,11166,11007,xurf
11336,11377,11250,Kagetsu💰🌳
11337,11653,11553,activair
11338,11732,11658,raspi2
11339,11317,11177,020e96ea8cc19b7ed74c
11340,10043,9678,02cb3c98561938a6d457
11341,9722,9164,0368c0dd06766b7afe14
11342,10882,10723,SoloW
11343,11320,11181,02a362787865ae6b206c
11344,11767,11712,Satriales
11345,11780,11725,lnd.coolcoin.cc
11346,11784,11729,lightningfox
11347,11785,11730,start9-0x7c1491758c7907be
11348,11786,11731,027aec9d55b17deafd25
11349,11794,11739,02c2e61f7a93a4f178fe
11350,11795,11740,02e96e798df79aed035b
11351,11808,11753,0376fbf0316972180a80
11352,11814,11759,Evo [RW]
11353,11818,11763,StoneNode
11354,11821,11766,�Wrexler�
11355,11826,11771,Ayyildiz
11356,11827,11772,LOUDARTIST
11357,11839,11784,036ab181f9bb35ad9290
11358,11842,11787,JaRo
11359,11844,11789,animated-silent-interfere-one
11360,11850,11795,miniNode
11361,11852,11797,ODDWAFFLE
11362,11854,11799,02cbb8324617ccfa3872
11363,11864,11809,025fb4379cedefeca9e9
11364,11874,11819,034cc26e8b344408df67
11365,11891,11836,”BinaryJava”
11366,11892,11837,ZeusPoweredNode
11367,11904,11849,02663a3917d6e6d41934
11368,11912,11857,035369d3d1969ce2b9e0
11369,11915,11860,AnnRausch
11370,11917,11862,Solidi 🪙 ⚡
11371,11925,11870,feeddirectory
11372,11929,11874,moonbanking.com
11373,11930,11875,03b3c517f5fdb368087a
11374,11932,11877,Jack
11375,11933,11878,lokullblitz
11376,11937,11882,dav1475
11377,11947,11892,02828ebe
11378,11949,11894,022dac96993b95caee2f
11379,11954,11899,PANDALN3
11380,11959,11904,029d871293231607a51f
11381,11965,11910,BTCisBEST
11382,11994,11939,032cb07874c6785f091c
11383,11996,11941,Stellarlightning
11384,11321,11182,03617b261e9e2f79a488
11385,9954,9581,jcrypto
11386,9688,9130,BitVreni Node
11387,11322,11183,03777cfb60b24abd23b2
11388,11323,11185,mel
11389,10088,9760,0386a835
11390,11388,11271,027d241f74502cd11a1c
11391,11389,11272,033cfca7203c62a55440
11392,11396,11279,0311a993f795c58aa1c6
11393,11408,11291,Imp1
11394,11409,11292,0320c8071530bceb6373
11395,11325,11188,02b6f69a46496172585e
11396,11331,11194,thumil
11397,11986,11931,028df876
11398,11336,11200,hannibal_2nd/3
11399,9632,9056,0393a4385c1d2683e570
11400,11688,11609,ArcadeThree
11401,6351,9956,leonblockchainhub
11402,11212,11070,039d5b9f5afe924dc787
11403,6489,11707,start9-ehj96d3e9
11404,10503,10344,0312c66ebe4cb8c2ab19
11405,10521,10362,022daf42cd171f3fad5d
11406,10758,10599,BB-6949
11407,11016,10857,0375e0376cab08053c0d
11408,11341,11205,02ee22653298c0e7c25e
11409,11419,11302,02b34ce38976ff85f55d
11410,9662,9104,ShortNon
11411,9915,9542,021b22900f3c3e45dcb9
11412,10524,10365,02f95395
11413,10134,9845,temporariblitz
11414,9244,8462,trtlz
11415,10116,9827,BitMiyagi
11416,11684,11605,03b6b0a2a5e8300e2645
11417,11343,11216,025bc381b38e08646f5a
11418,11352,11225,BeppinioNode
11419,11361,11234,Node by Node
11420,11370,11243,API
11421,9898,9525,mynodebtc.com [myNode]
11422,11399,11282,secondl1ght-dev-v
11423,11428,11315,Beauvais
11424,9514,8898,NewWorld
11425,11386,11263,mudflap
11426,9675,9117,TRON
11427,9478,8862,latribudusud
11428,9453,8837,surprisedwombat
11429,11172,11016,wowsuchvelociraptor
11430,11387,11270,TheMachine
11431,11391,11274,ln-sms.com
11432,11397,11280,UB-NODE
11433,6450,11328,0390404d49c48a2554ee
11434,9746,9188,TAWASO
11435,9951,9578,foxlightning
11436,9696,9138,0333d231
11437,12009,11955,bshblitz
11438,9858,9359,03e44d7b8a607e24dcef
11439,9933,9560,XNode
11440,10171,9903,03b598177050b48904ee
11441,10002,9629,PrivateNSovereign
11442,10398,10239,Arm_node_amD_test
11443,10748,10589,Arm_node_woa2
11444,12014,11960,Raspi-Lightning
11445,11765,11710,The Bitcoin Tree
11446,11781,11726,NodeOne
11447,11881,11826,SLICKERARTIST-v23.08-modded
11448,11883,11828,037abe1afd7a515e6e69
11449,11946,11891,BIZARRECALENDAR
11450,9993,9620,025483c5439e678c9ac5
11451,11792,11737,LunatiBase
11452,11830,11775,johnnyhonda
11453,11838,11783,036aa34bccafe7ba8cf6
11454,9863,9367,028bcbcde14ea547466c
11455,9669,9111,BeastNode
11456,9872,9382,027444f91ad9500ef284
11457,9934,9561,Umbreltestnode
11458,9777,9235,geko-shop
11459,12018,11966,ggraspi
11460,6535,12045,RTCNODE
11461,9676,9118,VB_Node
11462,12098,12097,3Dcut
11463,12025,11978,030aefba81a58aa88eef
11464,12026,11979,MMLightning
11465,9440,8824,02cf90052dd6ebb9dee8
11466,12032,11987,0341fd96f1c205c29d4f
11467,12033,11988,thefuture
11468,10101,9790,BM_0df5e0e26119c3681a3d
11469,11438,11337,cb294aae8730
11470,11441,11340,a9a2e34b61b7
11471,11442,11341,843dd3c1d52e
11472,11457,11356,cc46e0070fc6
11473,11480,11379,029ce442dffa61dd8296
11474,11496,11395,8a2dee3c1326
11475,11498,11397,616810b1873b
11476,11517,11416,23b66912e817
11477,11525,11424,a093c41cd42e
11478,11547,11446,387a270c7c60
11479,11575,11474,25651377dc28
11480,11592,11491,c03f2b46d62a
11481,11601,11500,cca475f1d0af
11482,11609,11508,fa01aa869564
11483,11632,11531,3ecaca0485f1
11484,11636,11535,c25fc1f05988
11485,11637,11536,08163a85594b
11486,11645,11544,504b657815e8
11487,12035,11990,Sagittarius A*
11488,11263,11121,nodl [LND]
11489,9126,8286,03650f57
11490,6438,11269,kYhdVbg52irx
11491,12042,11997,piblitz
11492,9678,9120,03531a639bb1309701b1
11493,11764,11694,0394fd4cc965e72abedb
11494,11392,11275,02f96a7178eb8ab15b10
11495,9449,8833,CHILLYSEAGULL
11496,12050,12005,CliveBixbyLND
11497,10015,9642,alekos
11498,10055,9698,grandjury
11499,10051,9692,OkieDave
11500,12054,12010,MDRV62
11501,12055,12011,lndcasa1
11502,11107,10948,FLG10_LNode
11503,11159,11000,graphen8
11504,12497,12497,02c49abc
11505,12615,12615,022cf6d5
11506,10075,9732,Triton007
11507,10298,10108,022e3165
11508,10424,10265,03070c9a
11509,10542,10383,03d4872bca4af5bb3d7a
11510,10903,10744,start9-0x1a7da097487a7dfa
11511,10920,10761,LND
11512,10158,9869,033d3c4a60dc0b37d06f
11513,10079,9739,The Revolution
11514,10435,10276,Cryptonomicon
11515,10540,10381,TueThink-2
11516,10728,10569,Crespi
11517,10791,10632,TrustfulNode�
11518,6367,9988,0251bace6cca576e1360
11519,9355,8648,TTOMATTIC
11520,10319,10160,AnSat
11521,11661,11568,02d1d866
11522,6455,11556,Satoshi Nakamoto
11523,12063,12062,0241f3a6b86fdfb21c53
11524,12079,12078,0366db7de51a7729c9a0
11525,12084,12083,SLIMYFIRE
11526,12086,12085,03b1c69a02f8ebdd0d3f
11527,12089,12088,HymerAutomotiveLounge
11528,12094,12093,excalibur
11529,12101,12100,SLIMYMONKEY
11530,12104,12103,fio-lnd
11531,11446,11345,02977d7cb87a0de73dba
11532,11447,11346,02b88142cf1fcf1b9a46
11533,11458,11357,02ce5ce9b17ad65c9699
11534,11545,11444,034e8eef4453a198992f
11535,11546,11445,034dbbe7d65874336d01
11536,9989,9616,lnslots.net
11537,9899,9526,alextwosatsnode
11538,11369,11242,03e190704dc6db17fd1d
11539,10022,9649,LOUDWHISPER
11540,10377,10218,BitcoinKempten
11541,10390,10231,Y [LND]
11542,10686,10527,Muro
11543,10009,9636,GunZPI
11544,10917,10758,HiveNode1
11545,11903,11848,036c0aeac1a8bc1547d0
11546,11769,11714,Toplight
11547,11804,11749,CPCRYPTO
11548,11878,11823,orange
11549,11889,11834,lbitcoin
11550,11907,11852,NCC-1701
11551,11999,11944,03cc3bf1e3eca891c2cb
11552,12162,12162,FURRYRULEZ
11553,10272,10074,ViperNode
11554,12106,12105,02ee623b7852fe3b21e0
11555,12107,12106,RaspiBlitz
11556,12112,12112,nakamotos-corner
11557,10068,9724,03193c767916238d7e50
11558,12045,12000,runningbitcoin
11559,9727,9169,03068feb
11560,9733,9175,Olli Banger
11561,10720,10561,weplanit
11562,12202,12202,♥♥♥
11563,12214,12214,03092b5523f7642012ab
11564,11782,11727,03e17af6d59bab204d72
11565,11787,11732,02c2abe0fd8e1634b613
11566,11790,11735,Malta Node
11567,11833,11778,PotatoWallet
11568,11845,11790,mynodebtc.com [myNode]
11569,11846,11791,025b98c2
11570,11863,11808,020466f3749c831f1eb4
11571,11873,11818,1776
11572,11897,11842,03e6816ab3f6f37b2910
11573,11908,11853,03edf511d4c083495a8a
11574,11909,11854,YOUR_FANCY_ALIAS
11575,11921,11866,wfox14node
11576,11958,11903,mynodebtc.com [myNode]
11577,11963,11908,02f64c781b20fb5ed32b
11578,11974,11919,03b43fb5
11579,12001,11946,02974e3a
11580,12118,12118,mynodebtc.com [BFM]
11581,12051,12006,BrainEdwards
11582,10100,9789,0276f83f
11583,9916,9543,0208404bfebd9f55b32d
11584,12052,12008,02b3707a7cceb5321e78
11585,12123,12123,A disturbing lack of reck
11586,12056,12012,0328337b03a372040c1f
11587,11916,11861,mpeezy
11588,11665,11572,Schoko1960Blitz
11589,12133,12133,0299debe16d77495c267
11590,9908,9535,Keen Skunk
11591,10210,10001,Avacyn01
11592,10376,10217,G20strategies
11593,10506,10347,03dc6580e1249548b3e2
11594,10040,9675,Tom Swift
11595,10153,9864,0293a999ab9610149f5b
11596,12141,12141,Bridion
11597,10265,10062,Alfabits
11598,11178,11024,thebefore.com
11599,11650,11549,Firebirdcoin671
11600,9701,9143,BorderCityBitcoin
11601,12061,12060,031b46083925b9896c51
11602,12070,12069,Ravensreachnode
11603,12073,12072,032bad1844cbf14080a2
11604,12075,12074,NodeBrasil38
11605,12082,12081,023c589db8126a565eb4
11606,11356,11229,020e8b85
11607,11371,11244,RebelNode
11608,11373,11246,CloudyRoads
11609,10168,9898,BlazeBTC
11610,9522,8906,Rampage
11611,10440,10281,Oworld
11612,10470,10311,btcp.lnd.01.cratos
11613,10845,10686,raspibolt
11614,10864,10705,Leon
11615,10144,9855,023e5ce97cbfde9b993d
11616,11191,11042,Jedd
11617,12154,12154,SLICKERMONKEY
11618,9879,9506,LatiNodos.social 🎉
11619,11664,11571,02c0430b854d27e260b5
11620,10106,9817,Lumbrel
11621,10063,9718,Boxkei
11622,9837,9315,daoxst1
11623,12161,12161,Node4all
11624,9926,9553,rapaygo_og
11625,10241,10034,AnotherSplendidNode
11626,12057,12056,038e60cc
11627,12164,12164,Not-A-Diamond-Emoji
11628,10991,10832,nakamochi
11629,12307,12307,kulovy_blesk
11630,6529,12039,03c58013
11631,11687,11608,02340586c3bbc8c2a056
11632,11692,11613,037c16df60724ee1bff5
11633,11693,11614,03196a83f133d7dec794
11634,11703,11624,PeelinLight2
11635,11708,11629,03775677c192ba4a9021
11636,12023,11976,johnmathews.eu
11637,10131,9842,bharat
11638,10014,9641,03e61567b536a6b557d3
11639,11175,11021,WEIRDMAESTRO
11640,11709,11630,024c91281d769e985b61
11641,12006,11951,03d0f53ec0a4614fddce
11642,9703,9145,Fractalized
11643,10482,10323,EndTheFed
11644,10634,10475,030fc6b8f9c0bc6ded6d
11645,11181,11029,02e99cf5062270848b9c
11646,12039,11994,swissblitz0165
11647,12131,12131,039cb71e0a26daab58e3
11648,10208,9999,026e7f74
11649,10907,10748,FredNode [1]
11650,11328,11191,Steinche
11651,10773,10614,mynodebtc.com [myNode]
11652,12147,12147,RiosRaspi
11653,11982,11927,029e60ae4c8e0a4b06c0
11654,12339,12339,030dba824da8499c6e98
11655,11660,11567,03c6b86ec1c1bf313144
11656,11675,11582,AlpNode
11657,12165,12165,drgo_ups_dual_ISP_tor
11658,11676,11583,03a3e4c8b3aa46dc2424
11659,10203,9994,MasterBlaster
11660,12149,12149,rhetorick
11661,11679,11589,alice
11662,9747,9189,0389063749fced4ceeef
11663,12067,12066,milan007btc
11664,12090,12089,02b28fb68c1493bcb03b
11665,10119,9830,Wolltan8
11666,10306,10147,033130c167561ca6bbb2
11667,10610,10451,AderiosVGNode
11668,10674,10515,esnode
11669,10789,10630,bit3k
11670,10804,10645,024779cd9f7e28201c35
11671,10886,10727,03f6abb3
11672,11691,11612,TorGuard VPN
11673,11697,11618,03952caf802b56660c2e
11674,11705,11626,FJsLND
11675,12190,12190,035659aa24060e077e3a
11676,11334,11197,raspiblitz
11677,12167,12167,kakoii
11678,12168,12168,GoldNode
11679,12170,12170,reckless.thesherpa.io
11680,12178,12178,0221f1f336b93c9db000
11681,12181,12181,03d85dce0b9db9ea130f
11682,12182,12182,GREENSHEEP
11683,12191,12191,RaspiBlitzJB
11684,12196,12196,tao_node
11685,12197,12197,BeefTorpedo
11686,12198,12198,liquidbuddha.cc
11687,12204,12204,TheNodeD
11688,12207,12207,KhmerLightning
11689,12220,12220,GRUG
11690,12230,12230,CryptoBoutros
11691,12217,12217,0305d01c7492fed690e3
11692,12221,12221,0230c0c36bb74fecc1ae
11693,10120,9831,BitBag
11694,11160,11001,026ed0eca921f902ac53
11695,11774,11719,027cf615
11696,10081,9746,0383156a
11697,11733,11659,node210.fmt.wiz.biz
11698,11734,11660,node205.fmt.mempool.space
11699,11735,11661,node204.fmt.mempool.space
11700,11736,11662,node203.fmt.mempool.space
11701,11737,11663,node220.fmt.wiz.biz
11702,11738,11664,node201.va1.mempool.space
11703,11739,11665,node205.va1.mempool.space
11704,11740,11666,node205.fra.mempool.space
11705,11741,11667,node201.tk7.mempool.space
11706,11742,11668,node204.tk7.mempool.space
11707,11743,11669,node201.fra.mempool.space
11708,11744,11670,node206.va1.mempool.space
11709,11745,11671,node205.tk7.mempool.space
11710,11746,11672,node100.hnl.wiz.biz
11711,11747,11673,node204.va1.mempool.space
11712,11748,11674,node204.fra.mempool.space
11713,11749,11675,node206.fra.mempool.space
11714,11750,11676,node203.va1.mempool.space
11715,11751,11677,node130.hnl.wiz.biz
11716,11752,11678,node206.tk7.mempool.space
11717,11753,11679,node202.fmt.mempool.space
11718,11754,11680,node202.tk7.mempool.space
11719,11755,11681,node203.tk7.mempool.space
11720,11756,11682,node202.va1.mempool.space
11721,11757,11683,node206.fmt.mempool.space
11722,10706,10547,SleeStacking
11723,12117,12117,PayWithMe
11724,12111,12111,ektorp
11725,9912,9539,03111d3b62576b78e628
11726,11351,11224,038b33648e6ae34273cf
11727,11372,11245,03a36ad15e03847ad4c5
11728,12115,12115,malbit69
11729,11918,11863,024094a59dc794181648
11730,12122,12122,Ninefingers
11731,11728,11654,QuelhasFam
11732,11729,11655,0328683a48887862bc7c
11733,12238,12238,CCP
11734,9960,9587,0305bc717ac031217bd7
11735,12146,12146,arthur
11736,12203,12203,wildsmith
11737,12206,12206,WeirdoWithBeardo [LND]
11738,12058,12057,039f9c5d6a967609ab04
11739,12087,12086,0333786e0ae489263cf6
11740,12091,12090,034e9ded7a79eff67ac3
11741,10266,10063,03ad60dacc407d097c58
11742,9980,9607,mynodebtc.com [myNode]
11743,10186,9961,mynodebtc.com [Wilson-Forrest]
11744,10281,10085,026f55fa
11745,6533,12043,03956f6a49d8500afdf0
11746,12244,12244,REDDEITY
11747,11689,11610,N0001
11748,12145,12145,UNITEDPLOW
11749,12247,12247,mizuki-minazumaki
11750,12249,12249,BTCNode
11751,11759,11686,99CentStore
11752,12254,12254,Amsterdam
11753,11894,11839,023ab3b2dd8937cc53eb
11754,11973,11918,028b2f92
11755,12256,12256,EndTheFedNode [LND]
11756,11775,11720,0341ad401515ef0c6231
11757,11803,11748,mynodebtc.com [myNode]
11758,11828,11773,BTC Keistad
11759,11832,11777,03f108150f7ddf7d4d59
11760,11853,11798,0362c29d924c45e3b0c7
11761,11966,11911,BitcoinMagazineNL
11762,11363,11236,0251177e
11763,11998,11943,0306a4c7b0411f811c0f
11764,10425,10266,0298affefdaabcb8c30c
11765,10671,10512,039337dd1ca6c60ea695
11766,10716,10557,UNITEDRAGE
11767,12261,12261,eze
11768,12264,12264,0374a5e1e13165f5bc5b
11769,12290,12290,delrayresources
11770,12295,12295,OnChainLife
11771,12298,12298,034c06b14f71386dca69
11772,12310,12310,0217e85756df6a4334a5
11773,10373,10214,gameb_4
11774,11347,11220,Exbee
11775,11362,11235,Ecuador
11776,10067,9723,linuxpourtous1
11777,9811,9276,Ocelot3189 ⚡
11778,11773,11718,039d68139836dd7a6855
11779,11793,11738,033334ec975b89ba6bb6
11780,11798,11743,bentry
11781,11809,11754,freedom
11782,11811,11756,mynodebtc.com [myNode]
11783,11812,11757,0331691402ff7beab0a1
11784,11817,11762,024bd51ac268f736a7eb
11785,11819,11764,0387c3e767331a42a4f0
11786,11837,11782,0203cf65531719c96198
11787,11871,11816,prosperity
11788,11882,11827,03e87165a3307f8fe356
11789,11890,11835,02df9b77dd24fef16ace
11790,11900,11845,lnd
11791,11922,11867,02d95055adc579c0c49a
11792,11923,11868,02b2a5b2b3f57c1c99a3
11793,11951,11896,Zainode
11794,11962,11907,03b8c83d
11795,11967,11912,022a5695b88a44b50965
11796,11992,11937,Irish_Lightning_Router01
11797,12003,11948,0300f3c1d6286b69ccdd
11798,10141,9852,nucularpowered
11799,10213,10005,CUBATV
11800,10247,10041,0266dd96
11801,11662,11569,0256fb53da5bcc95dd7b
11802,12268,12268,033d2a647cd703a9a1b3
11803,12272,12272,Mitch
11804,12276,12276,Lightbringer
11805,12283,12283,Starch
11806,12294,12294,altuno.de
11807,12301,12301,bitcoinpal
11808,12304,12304,02d7dae1c8663ddab35f
11809,12308,12308,0284f5d63a31f86161b3
11810,12248,12248,03e65542e1a5d49d1188
11811,10084,9749,0259fbbef1c371cdb49f
11812,12211,12211,02beb8a6dccf9c0d73af
11813,12429,12429,02c2f6c55c91706f0d2e
11814,12517,12517,montricher
11815,12523,12523,03551979
11816,12569,12569,mynodebtc.com [myNode]
11817,12642,12642,02b9745a
11818,12251,12251,030064a7ecbfd35b3c14
11819,12126,12126,HitTheNodeJack
11820,10034,9666,SILENTSPAWN
11821,12127,12127,bitcoincore.tech
11822,12201,12201,0272a9d05b270b33377a
11823,9907,9534,gshapiro
11824,12311,12311,budaNode
11825,11057,10898,nodl-lnd-s002-046
11826,11800,11745,03a5313d415291dbea9c
11827,10618,10459,🦅⚡️Watchtower⚡️🦅
11828,11075,10916,bluedude
