Degree_Centrality_Rank,Betweenness_Centrality_Rank,Closeness_Centrality_Rank,Eigenvector_Centrality_Rank,Active_channel_cnt_Rank,Capacity_Rank,alias,Type,Clearnet_Tor_Status,formatted_capacity,Active_channel_cnt,pub_key
69,83,116,87,72,152,DeutscheBank|CLN,[],Only Tor,7.7 bitcoin,123,03b9aacb265dc5ebde04b91b28f7c8bb6ba0af146e5f37426915742daf8f195a09
108,219,52,48,113,153,Harry Potter [node]⚡️,[],Only Tor,7.7 bitcoin,87,038785f5cb66513dde1d874393f7a85862d70c276601a54572dab16e3ba5ab8503
438,1479,202,192,455,154,NPAY,[],Only Tor,7.6 bitcoin,29,0230faf7c3b2d0c4551568ee657348b77c48d8d365a31f240a832431bb19307f98
164,485,72,102,166,155,LV-426 🌌,[],Only Tor,7.5 bitcoin,67,03362ab599d1e8d5e8e02ce38e836a3cf1a6e59f047d7f02d12484f160a6bc76f6
81,142,130,89,87,156,LNServerFocus,[],Only Tor,7.5 bitcoin,111,037f6c805dfef7a0f01cca0abcea96352a32aa478c63c974bc2e726cad8d026a89
84,49,25,98,100,157,hodlister_co,[],Only Tor,7.4 bitcoin,97,02f3069a342ae2883a6f29e275f06f28a56a6ea2e2d96f5888a3266444dcf542b6
912,1311,1555,564,634,158,LN-Voodoo,[],Only Tor,7.3 bitcoin,21,0229ec1dfd9ae232fcd75e49a4f1112a59f688705e25ecbcc0d56e15a3994c9dfe
76,297,823,93,83,159,8DegreesWO,[],Only Tor,7.3 bitcoin,114,02b21ca992bf95e3f324302265ad86cec24f36166fd7afca44efa0809aaa8b25c5
79,251,874,73,87,160,wobloz,[],Only Tor,7.2 bitcoin,111,025e9497188d33af48bb15cfc3cd6d7c549eed05b5f54d45615d3cb7ec3b562588
115,249,296,83,120,161,Friendspool⚡🍻,[],Only Tor,7.2 bitcoin,84,023e24602891c28a7872ea1ad5c1bb41abe4206ae1599bb981e3278a121e7895d6
115,364,71,55,113,162,tuganode⚡,[],Only Tor,7.1 bitcoin,87,038c85a08bf4e0576780f9212a6b309314f1050266359da138f0a34a9c0d139883
101,210,549,94,102,163,⚡️MasterYoda⚡,[],Only Tor,7.1 bitcoin,92,033dee9c6a0afc40ffd8f27d68ef260f3e5e1c19e59c6f9bb607fb04c1d497a809
42,36,323,104,37,164,BitKassa LN34961 [LND],[],Only Clearnet,7.1 bitcoin,190,0231eccc6510eb2e1c97c8a190d6ea096784aa7c358355442055aac8b20654f932
28,40,1427,135,8,165,Voltage-C2,[],Only Tor,7.1 bitcoin,569,02cfdc6b60e5931d174a342b20b50d6a2a17c6e4ef8e077ea54069a3541ad50eb0
153,274,984,234,160,166,LightningPlaces.com,[],Only Tor,7.0 bitcoin,69,033d38e07e2541628214c8184cf6c562311059872363e9f538b2f45434418b5bc5
125,298,657,157,128,167,Shire_Society_Federation,[],Only Tor,7.0 bitcoin,81,036eb65676a65660e4c1ffd728d88b3d82d027d416fad59867471fe2123de0ab27
240,707,1253,271,219,168,🤖RoboSats⚡ LND2,[],Only Tor,7.0 bitcoin,53,02187352cc4b1856b9604e0a79e1bc9b301be7e0c14acbbb8c29f7051d507127d7
568,999,148,253,547,169,Net Neutrality,[],Only Tor,7.0 bitcoin,24,02cd546a60230b5d5c603bf79ff344afaf071cd42438bdd7846a5de4595c1ef304
344,393,139,222,376,170,Blixt Wallet 🟡,['LSP'],Only Tor,6.8 bitcoin,34,0230a5bca558e6741460c13dd34e636da28e52afd91cf93db87ed1b0392a7466eb
211,961,771,172,202,171,Brrrrrak,[],Only Clearnet,6.7 bitcoin,57,03ec512342aeee370b53d9fd12dbd5283dcd670d248018b3a1cf537313e76e6a2d
836,1331,450,465,704,172,bitpay-inv1,[],Only Clearnet,6.7 bitcoin,19,02d4177d3f5c217cb68f13dd2b22b6f9ef8b2bb7a3342394edf72a2c034b8466f9
912,1664,242,354,861,173,MimesisCapitalLN,[],Only Tor,6.6 bitcoin,16,02fc5e6c3b0d3f6820ee4fd0e163d19d43882021875eddd0e9f8775e6bf54b6a8f
400,663,2046,303,433,174,Blockstream PeerSwap,[],Only Tor,6.6 bitcoin,30,02d0e03736cbfc73f3c005bc3770327df0e84bd69bc8e557c279887344deb8bce2
184,217,62,111,182,175,03bcf1f73199ed4445a8,[],Only Tor,6.6 bitcoin,62,03bcf1f73199ed4445a8d6c033dd8cb550bb5205a16982ad2e13359e3318498c02
164,734,129,96,182,176,noserver4u | CLN,[],Only Tor,6.5 bitcoin,62,0380ef0209ff1b46c38a37cd40f613d1dae3eba481a909459d6c1434a0e56e5d8c
87,93,119,173,79,177,035eb7d2253d934b51dd,[],Only Tor,6.5 bitcoin,116,035eb7d2253d934b51dd1cc145b6f36a9c2d953c4379f5fff9c39bb437ece525ae
207,376,88,117,219,178,tka.jp,[],Only Tor,6.5 bitcoin,53,032d5a4b5a6a344ca15f6284e3e149f4716a1af782ffbb0194e0dadc077051acf0
625,1181,650,359,400,179,AnonLN,[],Only Tor,6.5 bitcoin,32,0276dfcb25dfd2f765cee20cef749479967aced11191c230e82efa1bda0ea3d355
160,458,146,72,169,180,wyssblitz,[],Only Tor,6.5 bitcoin,66,02ad4afb6e50ae4635ec5ddf5a57c44d4cc4b376ac6580f78cda0454a86e5fa6c2
1962,2601,596,823,1782,181,nicehash-ln2,[],Only Clearnet,6.4 bitcoin,7,02542b74385b4965bf6b5616a0eaafee06b58ac62e3d441fdb2380a92ded3cf124
438,758,160,267,400,182,NNN,[],Only Tor,6.4 bitcoin,32,02baf137993ae5da2ba45094e52b4ccf72588b059d32a7401c9759a42d9b68f114
344,871,579,214,330,183,KryptoKragon,[],Only Tor,6.0 bitcoin,38,036cb1a035eb1c7f125c004ed046d329285bd57e4100f18b577af721659becd832
233,404,583,250,241,184,brrrrrrrrr,[],Only Tor,5.9 bitcoin,49,035360b3bf6a997ed1bb943ccca2b7ef969b1e25a1ee1322d3c8acca7e34468edd
344,302,401,343,187,185,ln1.generalbytes.com,[],Only Clearnet,5.9 bitcoin,61,02254f26976d6487f7664aa941e006642ac3f3974d20c19f4117069e5803418dbe
128,236,298,128,137,186,ClearMoney⚡,[],Only Tor,5.9 bitcoin,77,03bd6d28432d67effa2b2b89dd5fd68697940e8a8f2fbb84aaae90d584295b03bf
1062,1303,269,510,798,187,kjohgpl,[],Clearnet and Tor,5.9 bitcoin,17,02442d4249f9a93464aaf8cd8d522faa869356707b5f1537a8d6def2af50058c5b
44,41,13,37,48,188,MUTATRUM,[],Only Tor,5.9 bitcoin,161,038bcc6471941c7d6c14a8ce5b7159d8f73a3a0bb9a93e8896bcb892e14552658a
625,1588,271,238,634,189,The Rising Ra ☀️,[],Only Tor,5.8 bitcoin,21,02e46fce29587e4a8d39da2cf21f032536c1ced45e82e4ba04f127ee7337783b38
105,223,142,114,104,190,Sally Acorn,[],Only Tor,5.8 bitcoin,91,02ea8c02945fa6e6ad45f7047be0403a4e05451b74cfc08846745e220720252f70
782,920,294,367,747,191,sideways,[],Only Tor,5.8 bitcoin,18,0316bf2be68ad2725bcbc14733b426f3132045677e591963b5d94a9c237991e1ae
1577,1729,1983,1165,1070,192,flashassets-node,[],Only Tor,5.7 bitcoin,13,0210eb943cb0d22a86e8742d65d1f2f0959c128961c8aa30d9e5ae6f14a809979e
54,48,804,244,40,193,coincharge,[],Only Tor,5.6 bitcoin,186,0318ac9faa9629e7da08819bc8fe0dd2ae3044d69b1b2283a63479acffeb968483
331,377,1045,260,376,194,microlancer.io,[],Only Tor,5.6 bitcoin,34,02bb10aaa77a95a358cebb2d112c4de00e47c08f56e89b1acb4487ddd44cc98d6d
64,44,175,225,46,195,gameb_1,[],Only Clearnet,5.5 bitcoin,168,023d70f2f76d283c6c4e58109ee3a2816eb9d8feb40b23d62469060a2b2867b77f
168,328,34,67,145,196,SuperChamp,[],Only Tor,5.5 bitcoin,73,021177fc6c3890b7f0c5b6e67d786c3f855664cd74bbcb52c52e4d45eeb33ba117
912,1596,317,472,704,197,DitoBanx_W1,[],Only Clearnet,5.3 bitcoin,19,03e598dcd4a42f697b81f5b82b79a561b7466bf16efc3d56ba72b228758b428cdf
225,522,990,231,226,198,μi,[],Only Tor,5.3 bitcoin,52,0208dfa005c47a8ae85363d12c54007a38550ca0d6f1c559ee11caaac8221eccd6
74,263,1421,168,81,199,aybabtu,[],Only Clearnet,5.3 bitcoin,115,033533e2db6311c1d417d41279c067d8713ad8a7d577a0d91e65df2f6a82c5b862
987,2804,370,432,416,200,03a6ce61fcaacd38d31d,[],Only Tor,5.3 bitcoin,31,03a6ce61fcaacd38d31d4e3ce2d506602818e3856b4b44faff1dde9642ba705976
266,502,181,226,267,201,scarce-city,[],Only Tor,5.3 bitcoin,44,028f4a60dd133875e8776d5ac36e87097cf59e6e3a1d74fcd14c900270dda57c06
81,116,30,42,90,202,HappySpork,[],Only Clearnet,5.3 bitcoin,108,02f324df7694f57b7d800d5a64f62fb226eabc8fbacb997f3ac5cd230e37944fbf
386,1024,1073,285,400,203,Veritas Immortalis,[],Only Tor,5.2 bitcoin,32,0270a26e0772d0cde73d870cbadf632c5377f83ed02d979f866dca2e8c49ab8551
48,54,1210,165,29,204,Voltage-c1,[],Only Tor,5.1 bitcoin,217,02cc79b8d771cc79d323bd71e54ef1780cab50e7c0ef2a4beb625fc9dcbbcc6d24
257,1402,766,139,267,205,MicelioMadrid,[],Only Tor,5.1 bitcoin,44,029b81d1aaf177fa00c1c5796360163bfa98ee4d5d0daa54c6f510d9e237f376e9
358,1564,745,180,376,206,carlslight,[],Only Tor,5.1 bitcoin,34,020ca6f9aaebc3c8aab77f3532112649c28a0bfb1539d0c2a42f795fb6e4c363b2
3209,3712,2150,2519,3296,207,OpenNode.com,[],Only Clearnet,5.1 bitcoin,3,0248841dd4a94e902ede85285e67b5527afe5c46d6a3ff27955d63d18c70035757
148,147,56,99,142,208,Mintter,[],Only Clearnet,5.1 bitcoin,75,0334bbf89f5fc82c8aebbddc9f2b78f9528cd2fd916fbc091a8ce35aed57c1110d
148,231,221,176,107,209,LQwD-France,['LSP'],Only Tor,5.1 bitcoin,89,032ae3168ba52314da581d6b6693c562b437a9cf805933d4d69e7801547e07302e
987,1165,1125,520,861,210,BlockSpaces ☀️  ⚡,[],Only Tor,5.1 bitcoin,16,02a7792c657562b66bc87e5a2b98d32e8cd9fc16fab40cb67124472bf6b470beb8
1577,755,2137,953,1143,211,UXUY,[],Only Tor,5.1 bitcoin,12,0235a13fa1e3cc0e15e088a0a72c9c732e9dd42bf5dc84330c20c4f7a1e2a91061
4123,2139,1559,2528,4278,212,rifrif,[],Only Tor,5.0 bitcoin,2,020e0110805916823172a87fe418af721d463e65aff75a3239709be0d9587b2523
105,300,2122,407,107,213,Midas,[],Only Tor,5.0 bitcoin,89,0205198c099c45acedf988445f71da087ca39cd80847e53a7819e8f4e45768d7d3
3209,4592,1013,1390,1070,214,031800c296bc29a25c00,[],Only Tor,4.9 bitcoin,13,031800c296bc29a25c00986c16b752f9b01f8a08595ce92986df833a1701de58d5
225,349,64,105,241,215,fifth grade,[],Only Tor,4.9 bitcoin,49,02af88ae87b4340b4cd79bbe002347b7570ff7fd577c01120c86af35dc1d43e177
9999,9999,9999,9999,6425,216,024d23212da5eb5de2c4,[],Only Tor,4.9 bitcoin,1,024d23212da5eb5de2c468957ada7195151e1d471370fc2b856a0395d3b97f223f
472,515,636,305,433,217,No🥈Best,[],Only Tor,4.9 bitcoin,30,03051ccd964d4d2fd820c2ebc8dca31d6396ecf9798701174092e66530d2ca0687
690,1611,833,394,704,218,ostinvestor,[],Only Tor,4.9 bitcoin,19,039cc5f54fcb4ceb6900d13d899a1ea5a142f350cebceaae21043d1d502bb85ef5
296,492,150,188,297,219,flypdev,[],Only Clearnet,4.7 bitcoin,41,021744d86987a91958461117cd9e7c0e3160f7b86de11f5998018f4b4984a5c330
8,5,92,124,10,220,1ML.com node ALPHA,[],Only Clearnet,4.7 bitcoin,508,0217890e3aad8d35bc054f43acc00084b25229ecff0ab68debd82883ad65ee8266
512,423,339,337,505,221,N21,[],Only Tor,4.7 bitcoin,26,031799c401adff643e20b825f9f84b9f9bcec7c311d7c7cc0218044a26f2a107d9
148,867,574,113,155,222,Aldebaran,[],Only Tor,4.7 bitcoin,70,02bc400b9df471549c1a2071a61be27460e9726d3399370671514dd8356606bd81
296,269,107,219,297,223,🇨🇭 Swiss Bitcoin Pay,[],Only Tor,4.7 bitcoin,41,03c181e13a09a649c13f60ea3ddbeefc66123c43280da8eebc19f54445f35173ca
122,161,182,169,134,224,Lucky.Dog,[],Only Tor,4.7 bitcoin,79,0391e2edea5191627a25ecbd327c0dc2a95c880a5b0e73af38dc4a5a8964263b3f
734,1310,1344,653,192,225,LNBϟG Billing,[],Only Clearnet,4.7 bitcoin,59,0283ca0b7eca022bcf8f32aa418e5ff2bd375806faba40409cdc8e48c2b32ef725
124,136,668,270,113,226,hexagon,[],Only Tor,4.6 bitcoin,87,034f3f792988c43f41c65a839acdfa48647204bb99aca7de426f7c80b0dcf7a4a6
836,1243,193,313,861,227,PaidlyInteractive2⚡,[],Clearnet and Tor,4.6 bitcoin,16,034b3ecd8d87edf1e13aa23cb34c4f719d2faeeeae10010d44d91f5e432c8e4b5e
219,679,777,221,235,228,Megaptera,[],Only Tor,4.6 bitcoin,50,021998f701de16564da7abff57abf8a79bd722de3f0152d5e7a219021fd5287510
438,580,343,257,455,229,_LEGALIZE_MATH_,[],Only Tor,4.6 bitcoin,29,03d1e805c38257b713340049745ff5a15d9ee5d733517a1d48a956815c9482055c
144,214,308,91,160,230,TennisNbtc,[],Only Tor,4.5 bitcoin,69,035adfeca8fc95de5e2e9dbf9be39ac577b510e7dad0ad9287117d01f282eb667a
135,257,188,194,148,231,BTCisFUmoney,[],Only Tor,4.5 bitcoin,72,03ca171e97e2e86f9e4682bc9fff84868f6d2ffd605b73667fd56b14e0797e44f8
1062,639,333,663,798,232,03b5f4b432ce0356d16f,[],Only Tor,4.5 bitcoin,17,03b5f4b432ce0356d16f41ad4b5ec3127329188659914c9810696812687773afe5
128,260,2006,430,143,233,Dagnela 🦄 Hunter,[],Only Tor,4.5 bitcoin,74,0337694505123a12a8fadd95523dcc235898ad3b80a06e4a63ca26fed68dd0d17c
1433,3597,3364,2595,1143,234,lndeu0.zaphq.io,[],Only Clearnet,4.5 bitcoin,12,0335e4265f783f37378e969c6a123557cf5d22cc97ec42ea3abff5dfaa64afea83
180,402,1755,458,182,235,Voltage Flow 2.0,['LSP'],Only Tor,4.5 bitcoin,62,03aefa43fbb4009b21a4129d05953974b7dbabbbfb511921410080860fca8ee1f0
538,1124,766,775,547,236,WERUNBTC.COM,[],Only Tor,4.5 bitcoin,24,0330eee4bbd444ede1b6b460f35948fdfceb22db6fbd0cf3e6418fbde0f3b0162a
157,828,1326,415,174,237,node on the boat⛵,[],Only Tor,4.4 bitcoin,64,02103f1826be6287c8430e653de06ef16d94b3106c01937a78f5ae2c89bd40f234
257,450,1330,348,251,238,slicksparks.ky,[],Only Tor,4.4 bitcoin,47,03a01da97af71f7859cd1b2b6a70f221ecd49f6eabf0bf1e267bae9570b47232a6
215,408,68,130,230,239,Gary's Pug Ranch,[],Only Tor,4.3 bitcoin,51,0362a1f5fe71890bbddb3f14aec86e4d0a0c4703d0b4ba0e36c501cfe9bc4b2b0d
371,1658,641,204,363,240,Towiz⚡,[],Only Tor,4.3 bitcoin,35,037c65e34444c37deaccde1f61f03b93e22b3d7451894d836f60132ee5a6f486ed
344,710,117,161,297,241,RISE_AND_GRIND,[],Only Tor,4.2 bitcoin,41,02826f50035eca93c7ebfbad4f9621a8eb201f4e28f994db5b6b5af32a65efb6b9
400,309,245,414,363,242,ln1.satoshilabs.com,[],Only Clearnet,4.2 bitcoin,35,0385218f0e307b6a0e989d2a717d346942d96b4fd550e937de5f8ffe1568510a18
296,333,348,370,319,243,ElSalvadorPayments,[],Only Tor,4.2 bitcoin,39,0229ba89bd21cad840ba50ea2bdc86d9e709318965d42bb7ef7609c191be7b8fd8
184,374,177,132,192,244,RAϟKO,[],Only Tor,4.2 bitcoin,59,024b3fd205db7b0f84b292173900cb423cfdb4c5bd5a889a462b7b1e35394f056c
201,1299,893,209,214,245,Middle Way ₿⚡🌊,[],Only Tor,4.2 bitcoin,54,0376bd2f87ea8376ae5b451f85a4210e4df5ce81b949054288def4c7867640923c
189,171,639,308,169,246,Lite Roast,[],Only Tor,4.2 bitcoin,66,03ceeaec6cb017d1ea8ad04a5dfb3facb24a28399d24624ecce8f319973de361d9
1062,271,1182,1024,1335,247,⚡️ BitRocket.co ⚡️,[],Only Tor,4.2 bitcoin,10,02d22dd92ceefe7a23fdd59f62278813aef9276f1a3c2e82a7e0329b0f732e9e06
734,1689,2101,920,667,248,lnd1.mainnet.geyser,[],Only Tor,4.1 bitcoin,20,0283a2c4416a4803590d46fc104a8df50455c84cb25e9efe494b3ad4739bb5b3f7
358,590,1465,329,386,249,Yankee Hotel Foxtrot,[],Only Tor,4.1 bitcoin,33,03d6f80df785288de2fe5de19f24ba8a1db3d20647a88d0a903be9de3e7bb8fce1
266,1251,1705,463,277,250,borsche(.Y.)cln1,['Routing'],Only Tor,4.1 bitcoin,43,0385b81d9661adf36c086be5217a03c29a4276c0b5c9e607c745a239bba430d63f
153,187,50,118,166,251,XeggeX,[],Only Clearnet,4.1 bitcoin,67,0367ce45e4315b7db20887e0e281ab702dc73129d6556457ba70eb40bdabbf1ef4
52,68,728,167,51,252,LightningNetwork.Plus,[],Only Tor,4.1 bitcoin,155,0302536817c335e45bcd0b10b78fd06bc246609405d98eb64672410dce04f49e5f
207,866,87,85,219,253,Satway,[],Only Tor,4.1 bitcoin,53,02916bb52b33836e28a3649baea2e4a29c16fd8ad97901b2c97d408f428edef108
625,421,1146,606,634,254,PPP,[],Only Tor,4.0 bitcoin,21,02fe3bf758f87d9b0cee6bdafa52d04650daea8c48f7178358b130b62e132c6f5f
386,1864,1074,272,400,255,Bit-Digital,[],Only Clearnet,4.0 bitcoin,32,034995b736c67b0b971827308d8d50e57693cef742fa6a3fd70f07fa5b0ab8f51f
690,977,822,753,704,256,lnd1.blink.sv,['Wallet' 'Payment'],Only Tor,4.0 bitcoin,19,0325bb9bda523a85dc834b190289b7e25e8d92615ab2f2abffbe97983f0bb12ffb
219,527,1766,341,235,257,RaspiBlitzMoJa1,[],Only Tor,4.0 bitcoin,50,020d0fdcc9cfca39aebc7b6fd5657cef4bd5287e571afd6317f0b0a8b4430e3c00
168,722,509,101,171,258,⚡yourdevice.ch⚡,[],Only Tor,4.0 bitcoin,65,028268dcb4c68311613dd3bbb0164f7685b6710022bfa6dcce639acd44695049a2
148,370,796,174,148,259,PiLN-Chiba🌳Magma Ready🌋,[],Only Tor,4.0 bitcoin,72,03910da61c1b42e135f134ed92a537c758d1edac5436efbec5ee8cec1928e1a095
257,1468,861,177,267,260,LATES,[],Only Tor,4.0 bitcoin,44,03b4b86f2301fe2b9ca478ee5980d812de2071a21a9f8f5bb49b88e29a034e1a9b
9999,9999,9999,9999,6425,261,02a652cc93de7b5c8a04,,Only Clearnet,3.9 bitcoin,1,02a652cc93de7b5c8a048f0734444ae3882e1bece264156bf014c1a325dd5182d3
174,262,982,282,174,262,Hermes⚡Conrad,[],Only Tor,3.9 bitcoin,64,039bd8fd26d4ae06c627af860b271f0cc896153ea87accedfb5b2ed20bfddd7f3b
105,253,605,146,109,263,BTC Nigeria,[],Only Tor,3.9 bitcoin,88,03e86afe389d298f8f53a2f09fcc4d50cdd34e2fbd8f32cbd55583c596413705c2
358,472,1951,559,363,264,bitmax,[],Only Tor,3.9 bitcoin,35,03e121fa397cb7ec60935c140bfbfa7690c3158ba6df26b8bc636508d8a3735afd
331,534,1343,446,363,265,LQwD-US-West,['LSP'],Only Clearnet,3.9 bitcoin,35,03820714a3f891c7c3ae5e00dbdd77f06ceccc24ddd8c99fadef13ec2eec462cce
53,15,40,288,125,266,ln.bitstamp.net [Bitstamp],[],Only Clearnet,3.9 bitcoin,82,02a04446caa81636d60d63b066f2814cbd3a6b5c258e3172cbdded7a16e2cfff4c
189,307,230,138,182,267,028ed7bd6ba6763cf040,[],Only Tor,3.8 bitcoin,62,028ed7bd6ba6763cf040869681890bf5bf95d623108a60e75d76a57f5d637be3ef
119,110,112,178,131,268,Nasty_Nardo,[],Only Tor,3.8 bitcoin,80,02a20247f515d978cbf9e9ce6a4287b5931d724068b7b88bbaead6380db3dd8e9a
307,493,1220,263,297,269,ln.solid,[],Only Tor,3.8 bitcoin,41,022c402216eee911831d0d21e8ff5d9f2ac664b7c24cb674cf9e90b00f99a3d7c3
89,99,309,170,81,270,⚡️ STACKER.NEWS ⚡️,[],Only Tor,3.8 bitcoin,115,03cc1d0932bb99b0697f5b5e5961b83ab7fd66f1efc4c9f5c7bad66c1bcbe78f02
371,248,496,629,343,271,lnp2pbot-fenix,[],Only Tor,3.8 bitcoin,37,0380c5536d70b81137cb72fc71c262f50a3ec5a6fa9e517ef3637d889fb0b7e3db
233,320,319,197,219,272,Fedi us-east-1 [fedi.xyz],[],Only Clearnet,3.8 bitcoin,53,02dd3fcdaa17b9bc83bf7138fbea85d0e83385a68b5fc8f9933658c8ee04644f68
189,813,586,125,198,273,Nordlys,[],Only Tor,3.7 bitcoin,58,027ecdd3c509f7db2d8ade67381bb2e8ed88ccbfab8805d24076c4a0fd131f71ff
538,326,828,639,577,274,Buda.com,[],Only Clearnet,3.7 bitcoin,23,033fc997c1622281b143fce0cce0711f18fdc8129684840b835d6a4c5ef9d49ddf
358,1632,126,147,297,275,Decentral Station,[],Only Tor,3.7 bitcoin,41,023ead0d4228df4e93cf80ec32aecebc6032b46427d5ad987bdb820664ae5ffc2b
472,1077,1353,406,487,276,antinoderati,[],Only Tor,3.7 bitcoin,27,023d49fd88692d4d1f366ee8ffa9dfe979c2266b036b440928e86cf3abe28d1894
296,583,153,162,319,277,🦁BayerLB🦁,[],Only Tor,3.6 bitcoin,39,03d1e5e7e2ea43762f5e1afacfb60a8002ae57189eedcc13fcab44a084f7665d1f
233,523,753,189,230,278,Frode-lightning,[],Only Tor,3.6 bitcoin,51,023bdd219b85d02da9b3fd679b32a1098c97122767433eb4ba59641514bbcbd694
4788,4592,3538,3414,2700,279,BlackRock,[],Only Tor,3.6 bitcoin,4,026effab39a094668851c00b6588336963aa9608fada3c6f770d684705314c35af
371,1278,569,202,363,280,Astronode,[],Only Tor,3.6 bitcoin,35,020af8a7428f99ce4510e523031e2078c065c1097a48c860ae2cdd3511c8b7627d
734,2429,829,261,667,281,XSTREAM❌⏩⚡,[],Only Clearnet,3.6 bitcoin,20,03d000886af66c32baae99dfb1ff735e9f15eac0660e710809b95e49478003eb5e
690,390,999,699,606,282,🇨🇭Vix18,[],Only Tor,3.6 bitcoin,22,03d32e5618df518e911e2c0bf4686e9d236ae9ab0afd442f0a5de28b74d64338b3
215,240,388,205,219,283,F You Money! 01,[],Only Tor,3.6 bitcoin,53,02758d961750972030292701d85c90e332bc1b7d8db0e705df3f087d285f9caf06
194,964,452,129,192,284,PinsLNN_01,[],Only Tor,3.5 bitcoin,59,0236333aacf54604abf218af6ab116d4fe6f16e527502e0019123d0cc3c7a8a194
246,555,1049,208,235,285,sendNodes.space,[],Only Tor,3.5 bitcoin,50,0254bb156ecd0eac318844415a91a377bc6947ea4c9fbe5d248e563c29a1662835
1433,4085,3543,2961,1335,286,lndeu1.zaphq.io,,Only Clearnet,3.5 bitcoin,10,024c2804815582a504c466a90e11f30ff800e108fd691274faf6f026a12d0ab976
319,155,138,319,487,287,zlnd1,[],Only Clearnet,3.4 bitcoin,27,03d6b14390cd178d670aa2d57c93d9519feaae7d1e34264d8bbb7932d47b75a50d
386,317,368,408,400,288,Imamura,[],Only Tor,3.4 bitcoin,32,0284aa8233ee3c0482ecf87c60094cacd15a17feb0bfa59f1898fe91478020eb76
344,384,115,203,363,289,Voltz,[],Only Tor,3.4 bitcoin,35,02c4ae20674d7627021639986d75988b5f17c8693ed43b794beeef2384d04e5bf1
83,150,1267,274,93,290,CHILLYCALENDAR,[],Only Tor,3.4 bitcoin,106,025124c73ef7ecf527e0114ead02a0cc6e3ecbc0c99474ee3f5506c4503b089693
288,385,103,150,310,291,Rising Tide,[],Only Tor,3.4 bitcoin,40,02ebfa30d95e70454a523416654903ae7c511193550b31a542a1d2744541203644
596,684,1024,519,577,292,Frontier,[],Only Tor,3.4 bitcoin,23,02d9cc40c92433c44bdc0a65aef373f8cddf9e296ea4fac5e33618d6a48578dcb5
144,283,164,153,155,293,Sunshine Canyon,[],Only Tor,3.3 bitcoin,70,0362259ea579f84772508de22086fa746f6e2571f8efb4bd5ec0876bcd18b5747c
296,416,185,278,310,294,Ps1446,[],Only Tor,3.3 bitcoin,40,030cab0dead43dfa95173d6585401c21407c7ab3df326756cd5144c85effbfb110
240,576,841,298,251,295,TheOlympian,[],Only Tor,3.3 bitcoin,47,03e438d94f95f635d8e19b0d6e4aaa75d15e7b0fd8f28f674ca47043aa8ab677ac
3209,3980,2708,2073,3296,296,Alby 🐝 user ⚡ 2,[],Only Tor,3.3 bitcoin,3,0265791d3c9e14c69ebc2ea0f2b40c35c1a46b8db3c971bd51d1966206a42215af
912,1463,196,355,937,297,cryptopayments.cryptohost.org,[],Only Tor,3.3 bitcoin,15,03dd68418e6e3325b5a7d2a57542ec33a707ccd875a878d238a766b82d158837e2
416,362,281,365,433,298,zlnd0,[],Only Clearnet,3.3 bitcoin,30,0251fff168b58b74e9b476af5a515b91fe0540a3681bc97fbb65379a807aea5f66
251,1702,536,110,256,299,M2node,[],Only Tor,3.2 bitcoin,46,0335bd24a733d623205f30452c485de9c39ac3135f57679574a49a3add6bb1a050
281,291,311,461,235,300,getlipa.com mainnet,[],Only Clearnet,3.2 bitcoin,50,02ba3ad33666de22b4c22f5ff9fac0dc5d18ae9b6ce38c0a06d9e171494c39255a
215,696,134,137,230,301,domesticblend,[],Only Tor,3.2 bitcoin,51,032b09fb582a7a0718a606ee075598b0ed2e04da376382db03d76aded6e56216c6
438,327,190,541,310,302,ln.mtpelerin.com,[],Only Tor,3.1 bitcoin,40,020a919e4684a3678bd5d5fb21752ca19f9700214bf399abca72190c29664ad551
386,1174,370,175,363,303,CentralLondonBlitz,[],Only Tor,3.1 bitcoin,35,03e472ddc37b014ce7d5f942b00b28fb1db53d461c4a89173962abd4b331a85179
257,318,159,220,256,304,fewsats,[],Only Tor,3.1 bitcoin,46,03676f530adb4df9f7f4981a8fb216571f2ce36c34cbefe77815c33d5aec4f2638
438,820,945,449,455,305,Voltorb,[],Only Tor,3.1 bitcoin,29,02a49e170b9b5c0d4f4b4908da6fd797186f04166a0182f37ea87fb8523c3646ca
240,350,1537,412,260,306,⚡TheBebop⚡,[],Only Tor,3.1 bitcoin,45,03fbe1c1baedbc99b2642ae524d9c2a6f12b771a3ab91e0f56ca6efc6f7f7d53b6
266,916,836,160,277,307,muraschal.io,[],Only Tor,3.1 bitcoin,43,03c62e9a4264effa6550dbbddf6db0e49f171ccb8ed4a2150b885732b7d63acd3a
194,188,559,300,187,308,HOPPINGSQUIRREL,[],Only Tor,3.1 bitcoin,61,029fe435040c8b665f731f2b0c81d039238ef1e3a1b1de0afac2b476361a26d675
207,413,2079,585,219,309,albatross,[],Only Tor,3.1 bitcoin,53,030112133f62b20f81b76754695a0cbb683552c307a062897123fbf3d6360f394c
281,301,63,143,277,310,BitcoinPlebs.de,[],Only Tor,3.1 bitcoin,43,02d2f693212fc525ad1a4d7546c2f24b96a8c002b8567c49fee744569a4abc6c99
233,189,651,304,245,311,MCX⚡,[],Only Clearnet,3.1 bitcoin,48,0243054886aa6026a4312583bab952dad7723f840d037884d5a72b729fdb52ecbd
